"","portal","processo","edital","cdo","orgao","id","link_repositorio_edital","tipo","orgao_sigla","descricao_do_objeto","entrega_de_proposta","abertura","situacao","data_abertura","data_entrega_proposta","base_final","final_url_edital","link_completo_para_editais"
"402","1","26868","0314/2022","4891","Secretaria de Estado da Saúde - SES","03142022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26868&cdo=4891&edital=0314/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para a Gerência de Bens Regulares (GEBER).","24/02/2022 17:30:00","19/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","19/04/2022","24/02/2022",NA,"docsb.asp?orgao=SES&anexo=26868-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26868-02-1.doc"
"403","1","26863","0316/2022","4891","Secretaria de Estado da Saúde - SES","03162022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26863&cdo=4891&edital=0316/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de medicamentos para a Gerência de Bens Regulares (GEBER).","24/02/2022 17:30:00","20/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","20/04/2022","24/02/2022",NA,"docsb.asp?orgao=SES&anexo=26863-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26863-02-1.doc"
"404","1","26865","0317/2022","4891","Secretaria de Estado da Saúde - SES","03172022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26865&cdo=4891&edital=0317/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para as Unidades da Secretaria de Estado da Saúde (SES).","24/02/2022 17:30:00","20/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","20/04/2022","24/02/2022",NA,"docsb.asp?orgao=SES&anexo=26865-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26865-02-1.doc"
"405","1","26876","0319/2022","4891","Secretaria de Estado da Saúde - SES","03192022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26876&cdo=4891&edital=0319/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para as unidades da Secretaria de Estado da Saúde (SES).","25/02/2022 17:30:00","25/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","25/04/2022","25/02/2022",NA,"docsb.asp?orgao=SES&anexo=26876-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26876-02-1.doc"
"406","1","26933","0320/2022","4891","Secretaria de Estado da Saúde - SES","03202022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26933&cdo=4891&edital=0320/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de laboratório para o Laboratório Central de Saúde Pública (LACEN).","15/03/2022 17:30:00","02/05/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","02/05/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26933-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26933-02-1.doc"
"407","2","","0321/2022","4891","Secretaria de Estado da Saúde - SES","03212022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4891&edital=0321/2022","Convite(Obras)","SES","Contratação de empresa para instalação de central de alarme contra incêndio de fumaça completo (obras) para o Hospital Doutor Waldomiro Colautti.","17/03/2022 13:45:00","17/03/2022 14:00:00","AGUARDANDO HOMOLOGAÇÃO","17/03/2022","17/03/2022",NA,"docsb.asp?orgao=SES&anexo=Edital_0321_2022.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=Edital_0321_2022.doc"
"408","1","26881","0323/2022","4891","Secretaria de Estado da Saúde - SES","03232022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26881&cdo=4891&edital=0323/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para a Gerência de Bens Regulares (GEBER).","25/02/2022 17:30:00","26/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","26/04/2022","25/02/2022",NA,"docsb.asp?orgao=SES&anexo=26881-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26881-02-1.doc"
"409","1","26880","0324/2022","4891","Secretaria de Estado da Saúde - SES","03242022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26880&cdo=4891&edital=0324/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para a Gerência de Bens Regulares (GEBER).","25/02/2022 17:30:00","25/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","25/04/2022","25/02/2022",NA,"docsb.asp?orgao=SES&anexo=26880-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26880-02-1.doc"
"410","1","26900","0325/2022","4891","Secretaria de Estado da Saúde - SES","03252022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26900&cdo=4891&edital=0325/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para a Gerência de Bens Regulares (GEBER).","04/03/2022 17:30:00","27/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","27/04/2022","04/03/2022",NA,"docsb.asp?orgao=SES&anexo=26900-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26900-02-1.doc"
"411","1","26901","0327/2022","4891","Secretaria de Estado da Saúde - SES","03272022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26901&cdo=4891&edital=0327/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para a Gerência de Bens Regulares (GEBER).","04/03/2022 17:30:00","27/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","27/04/2022","04/03/2022",NA,"docsb.asp?orgao=SES&anexo=26901-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26901-02-1.doc"
"412","1","26888","0333/2022","4891","Secretaria de Estado da Saúde - SES","03332022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26888&cdo=4891&edital=0333/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de fonoaudiologia para as Unidades da SES.","25/02/2022 17:30:00","26/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","26/04/2022","25/02/2022",NA,"docsb.asp?orgao=SES&anexo=26888-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26888-02-1.doc"
"413","1","26909","0335/2022","4891","Secretaria de Estado da Saúde - SES","03352022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26909&cdo=4891&edital=0335/2022","Pregão Eletrônico             (Serviços)","SES","Contratação de serviços de análises clínicas (coleta e execução de exames) para o Instituto de Psiquiatria (IPQ).","25/02/2022 17:30:00","16/03/2022 13:30:00","EM SESSÃO PREGÃO","16/03/2022","25/02/2022",NA,"docsb.asp?orgao=SES&anexo=26909-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26909-02-1.doc"
"414","1","26879","0336/2022","4891","Secretaria de Estado da Saúde - SES","03362022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26879&cdo=4891&edital=0336/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de mobiliário","17/02/2022 17:30:00","04/03/2022 08:30:00","EM SESSÃO PREGÃO","04/03/2022","17/02/2022",NA,"docsb.asp?orgao=SES&anexo=26879-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26879-02-1.doc"
"415","1","26889","0340/2022","4891","Secretaria de Estado da Saúde - SES","03402022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26889&cdo=4891&edital=0340/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de laboratório para o Instituto de Anatomia Patológica (IAP).","25/02/2022 17:30:00","25/04/2022 09:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","25/04/2022","25/02/2022",NA,"docsb.asp?orgao=SES&anexo=26889-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26889-02-1.doc"
"416","1","26902","0341/2022","4891","Secretaria de Estado da Saúde - SES","03412022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26902&cdo=4891&edital=0341/2022","Pregão Eletrônico             (Serviços)","SES","Contratação de serviços  de  Fisioterapia e  Terapia  Ocupacional  para o Centro Catarinense de Reabilitação (CCR).","04/03/2022 17:30:00","27/04/2022 09:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","27/04/2022","04/03/2022",NA,"docsb.asp?orgao=SES&anexo=26902-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26902-02-1.doc"
"417","1","26906","0353/2022","4891","Secretaria de Estado da Saúde - SES","03532022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26906&cdo=4891&edital=0353/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para as unidades da Secretaria de Estado da Saúde (SES).","04/03/2022 17:30:00","28/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","28/04/2022","04/03/2022",NA,"docsb.asp?orgao=SES&anexo=26906-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26906-02-1.doc"
"418","1","27008","0354/2022","4891","Secretaria de Estado da Saúde - SES","03542022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27008&cdo=4891&edital=0354/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de laboratório para enfrentamento do CORONAVÍRUS para o Laboratório Central de Saúde Pública (LACEN).","08/04/2022 13:30:00","16/03/2022 17:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","16/03/2022","08/04/2022",NA,"docsb.asp?orgao=SES&anexo=27008-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27008-02-1.doc"
"419","1","26916","0356/2022","4891","Secretaria de Estado da Saúde - SES","03562022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26916&cdo=4891&edital=0356/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de medicamentos para a Gerência de Bens Regulares (GEBER).","08/03/2022 17:30:00","29/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","29/04/2022","08/03/2022",NA,"docsb.asp?orgao=SES&anexo=26916-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26916-02-1.doc"
"420","1","26908","0357/2022","4891","Secretaria de Estado da Saúde - SES","03572022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26908&cdo=4891&edital=0357/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de cosméticos e materiais de higiene pessoal para atendimento de ordens judiciais para a Gerência de Bens Judiciais (GEJUD).","04/03/2022 17:30:00","28/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","28/04/2022","04/03/2022",NA,"docsb.asp?orgao=SES&anexo=26908-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26908-02-1.doc"
"421","1","26937","0359/2022","4891","Secretaria de Estado da Saúde - SES","03592022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26937&cdo=4891&edital=0359/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de equipamentos hospitalares (serra para gesso) para o Hospital Infantil Joana de Gusmão (HIJG).","15/03/2022 17:30:00","03/05/2022 09:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","03/05/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26937-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26937-02-1.doc"
"422","1","26940","0362/2022","4891","Secretaria de Estado da Saúde - SES","03622022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26940&cdo=4891&edital=0362/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de medicamentos para a Gerência de Bens Judiciais (GEJUD) e Diretoria de Assistência Farmacêutica (DIAF).","15/03/2022 17:30:00","03/05/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","03/05/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26940-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26940-02-1.doc"
"423","1","26905","0363/2022","4891","Secretaria de Estado da Saúde - SES","03632022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26905&cdo=4891&edital=0363/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de órteses, próteses e materiais especiais para as Unidades da Secretaria de Estado da Saúde (SES).","04/03/2022 17:30:00","28/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","28/04/2022","04/03/2022",NA,"docsb.asp?orgao=SES&anexo=26905-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26905-02-1.doc"
"424","1","26917","0364/2022","4891","Secretaria de Estado da Saúde - SES","03642022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26917&cdo=4891&edital=0364/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de higiene e limpeza (descartáveis) para as Unidades da Secretaria de Estado da Saúde (SES).","08/03/2022 17:30:00","29/04/2022 09:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","29/04/2022","08/03/2022",NA,"docsb.asp?orgao=SES&anexo=26917-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26917-02-1.doc"
"425","1","26907","0365/2022","4891","Secretaria de Estado da Saúde - SES","03652022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26907&cdo=4891&edital=0365/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de laboratório para o Laboratório Central de Saúde Pública (LACEN).","04/03/2022 17:30:00","28/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","28/04/2022","04/03/2022",NA,"docsb.asp?orgao=SES&anexo=26907-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26907-02-1.doc"
"426","1","26934","0369/2022","4891","Secretaria de Estado da Saúde - SES","03692022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26934&cdo=4891&edital=0369/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para a Gerência de Bens Regulares (GEBER).","15/03/2022 17:30:00","02/05/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","02/05/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26934-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26934-02-1.doc"
"427","1","26913","0370/2022","4891","Secretaria de Estado da Saúde - SES","03702022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26913&cdo=4891&edital=0370/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de instrumentos de aferição de temperatura e umidade para as Unidades da SES.","08/03/2022 17:30:00","29/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","29/04/2022","08/03/2022",NA,"docsb.asp?orgao=SES&anexo=26913-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26913-02-1.doc"
"428","1","26914","0371/2022","4891","Secretaria de Estado da Saúde - SES","03712022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26914&cdo=4891&edital=0371/2022","Pregão Eletrônico             (Serviços)","SES","Contratação de serviços de manutenção preventiva e corretiva (com troca de peças) para equipamentos hospitalares para o Hospital Regional Hans Dieter Schmidt (HRHDS).","08/03/2022 17:30:00","25/03/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","25/03/2022","08/03/2022",NA,"docsb.asp?orgao=SES&anexo=26914-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26914-02-1.doc"
"429","1","26939","0374/2022","4891","Secretaria de Estado da Saúde - SES","03742022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26939&cdo=4891&edital=0374/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de medicamentos para a Gerência de Bens Judiciais (GEJUD) e Diretoria de Assistência Farmacêutica (DIAF).","15/03/2022 17:30:00","02/05/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","02/05/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26939-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26939-02-1.doc"
"430","1","26936","0379/2022","4891","Secretaria de Estado da Saúde - SES","03792022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26936&cdo=4891&edital=0379/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de refrigeradores para o Hospital Geral e Maternidade Tereza Ramos (HGMTR).","15/03/2022 17:30:00","03/05/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","03/05/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26936-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26936-02-1.doc"
"431","1","26941","0398/2022","4891","Secretaria de Estado da Saúde - SES","03982022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26941&cdo=4891&edital=0398/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para a Gerência de Bens Regulares (GEBER).","15/03/2022 17:30:00","03/05/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","03/05/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26941-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26941-02-1.doc"
"432","1","26965","0400/2022","4891","Secretaria de Estado da Saúde - SES","04002022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26965&cdo=4891&edital=0400/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de laboratório para o Laboratório Central de Saúde Pública (LACEN).","15/03/2022 17:30:00","30/03/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","30/03/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26965-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26965-02-1.doc"
"433","1","26963","0401/2022","4891","Secretaria de Estado da Saúde - SES","04012022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26963&cdo=4891&edital=0401/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de higiene, limpeza e descartáveis para as Unidades da Secretaria de Estado da Saúde (SES).","15/03/2022 17:30:00","28/03/2022 09:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","28/03/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26963-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26963-02-1.doc"
"434","1","26935","0403/2022","4891","Secretaria de Estado da Saúde - SES","04032022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26935&cdo=4891&edital=0403/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para a Gerência de Bens Regulares (GEBER).","11/03/2022 17:30:00","25/03/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","25/03/2022","11/03/2022",NA,"docsb.asp?orgao=SES&anexo=26935-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26935-02-1.doc"
"435","1","26976","0409/2022","4891","Secretaria de Estado da Saúde - SES","04092022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26976&cdo=4891&edital=0409/2022","Pregão Eletrônico","SES","Contratação dos serviços de empresa especializada em prestação de serviços com fornecimento de infra estrutura, hospedagem e alimentação, para realização do Evento: V CONFERÊNCIA ESTADUAL DE SAÚDE MENTAL  SANTA CATARINA para a Secretaria do Conselho Estadual de Saúde (SECES).","11/03/2022 17:30:00","31/03/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","31/03/2022","11/03/2022",NA,"docsb.asp?orgao=SES&anexo=26976-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26976-02-1.doc"
"436","1","26989","0413/2022","4891","Secretaria de Estado da Saúde - SES","04132022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26989&cdo=4891&edital=0413/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de medicamentos para a Gerência de Bens Judiciais (GEJUD) e Diretoria de Assistência Farmacêutica (DIAF).","15/03/2022 17:30:00","11/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","11/04/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26989-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26989-02-1.doc"
"437","1","26964","0414/2022","4891","Secretaria de Estado da Saúde - SES","04142022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26964&cdo=4891&edital=0414/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de equipamentos de laboratório para demanda geral e enfrentamento ao CORONAVÍRUS para o Laboratório Central de Saúde Pública (LACEN).","15/03/2022 17:30:00","29/03/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","29/03/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26964-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26964-02-1.doc"
"438","1","26966","0415/2022","4891","Secretaria de Estado da Saúde - SES","04152022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26966&cdo=4891&edital=0415/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de peças e insumos para equipamentos hospitalares (máscaras faciais) para as Unidades da SES,.","11/03/2022 17:30:00","25/03/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","25/03/2022","11/03/2022",NA,"docsb.asp?orgao=SES&anexo=26966-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26966-02-1.doc"
"439","1","26990","0416/2022","4891","Secretaria de Estado da Saúde - SES","04162022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26990&cdo=4891&edital=0416/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de equipamentos hospitalares para as Unidades da SES.","18/03/2022 17:30:00","28/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","28/04/2022","18/03/2022",NA,"docsb.asp?orgao=SES&anexo=26990-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26990-02-1.doc"
"440","1","26974","0417/2022","4891","Secretaria de Estado da Saúde - SES","04172022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26974&cdo=4891&edital=0417/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de cadeiras para as Unidades da SES.","15/03/2022 17:30:00","08/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","08/04/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26974-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26974-02-1.doc"
"441","1","26973","0418/2022","4891","Secretaria de Estado da Saúde - SES","04182022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26973&cdo=4891&edital=0418/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para as unidades da Secretaria de Estado da Saúde (SES).","15/03/2022 17:30:00","06/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","06/04/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26973-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26973-02-1.doc"
"442","1","26977","0420/2022","4891","Secretaria de Estado da Saúde - SES","04202022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26977&cdo=4891&edital=0420/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de órteses, próteses e materiais especiais para as Unidades da Secretaria de Estado da Saúde (SES).","15/03/2022 17:30:00","01/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","01/04/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26977-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26977-02-1.doc"
"443","2","","0428/2022","4891","Secretaria de Estado da Saúde - SES","04282022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4891&edital=0428/2022","Convite(Obras)","SES","Contratação de projetos executivos de arquitetura e engenharia para o Serviço de Verificação de Óbito e Anatomia Patológica (SVO da Grande Florianópolis.","21/03/2022 13:45:00","21/03/2022 14:00:00","AGUARDANDO HOMOLOGAÇÃO","21/03/2022","21/03/2022",NA,"docsb.asp?orgao=SES&anexo=Edital_428_2022.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=Edital_428_2022.doc"
"444","1","26979","0430/2022","4891","Secretaria de Estado da Saúde - SES","04302022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26979&cdo=4891&edital=0430/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de equipamentos de laboratório para o Centro de Hematologia e Hemoterapia de Santa Catarina (HEMOSC).","11/03/2022 17:30:00","29/03/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","29/03/2022","11/03/2022",NA,"docsb.asp?orgao=SES&anexo=26979-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26979-02-1.doc"
